Wall time,Step,Value
1680159600.3280303,0,0.1330128163099289
1680159823.0942128,50,0.8006811141967773
1680160241.311378,100,0.895432710647583
1680160639.9278545,150,0.9015424847602844
1680161082.0064273,200,0.922776460647583
1680161483.4682703,250,0.9144631624221802
1680161909.8181741,300,0.9159655570983887
1680162294.7610316,350,0.9237780570983887
1680162704.2768612,400,0.9154647588729858
1680163125.6345754,450,0.9133613705635071
1680163560.370483,500,0.9229767918586731
1680163991.0895803,550,0.9296875
1680164432.9034028,600,0.924879789352417
1680164858.1656342,650,0.9157652258872986
1680165280.2137287,700,0.9185696840286255
1680165721.5462646,750,0.9202724099159241
1680166128.284515,800,0.9271835088729858
1680166580.4227498,850,0.928786039352417
1680167016.7764876,900,0.9212740659713745
1680167449.5431478,950,0.932692289352417
1680167874.4783168,1000,0.9282852411270142
1680168303.0249743,1050,0.9228765964508057
1680168750.706418,1100,0.9275841116905212
1680169161.6798227,1150,0.9297876358032227
1680169599.748625,1200,0.9285857081413269
1680169994.8458943,1250,0.9259815812110901
1680170421.7646244,1300,0.9194711446762085
1680170848.1663647,1350,0.9297876358032227
1680171267.3888912,1400,0.928786039352417
1680171698.660584,1450,0.9294871687889099
1680172120.9664216,1500,0.9289863705635071
1680172525.7204623,1550,0.9214743375778198
1680172942.093615,1600,0.9317908883094788
1680173371.1784585,1650,0.9328926205635071
1680173804.3864727,1700,0.9351963400840759
1680174227.49735,1750,0.9060496687889099
1680174651.5697494,1800,0.9334936141967773
1680175075.262464,1850,0.9211738705635071
1680175524.028249,1900,0.9238781929016113
1680175932.2036781,1950,0.9286859035491943
1680176355.0691292,2000,0.9300881624221802
1680176766.9283917,2050,0.9329928159713745
1680177179.2164288,2100,0.9284855723381042
1680177605.6150558,2150,0.9290865659713745
1680178026.6866746,2200,0.9340945482254028
1680178434.8657773,2250,0.9327924847602844
1680178836.0268886,2300,0.9325921535491943
1680179265.2312436,2350,0.9235777258872986
1680179669.0376132,2400,0.9337940812110901
1680180080.9930007,2450,0.9310897588729858
1680180485.2096844,2500,0.9301882982254028
1680180926.3067334,2550,0.9263821840286255
1680181333.0892186,2600,0.920973539352417
1680181759.3587673,2650,0.9309895634651184
1680182188.7213285,2700,0.9307892918586731
1680182611.2824843,2750,0.932692289352417
1680183044.5466096,2800,0.9319911599159241
1680183457.762754,2850,0.9323918223381042
1680183866.7552924,2900,0.9320913553237915
1680184282.1571078,2950,0.9297876358032227
1680184702.919856,3000,0.930588960647583
1680185143.9189072,3050,0.9299879670143127
1680185574.5975688,3100,0.9314903616905212
1680186001.8346107,3150,0.9300881624221802
1680186437.8432055,3200,0.9310897588729858
1680186873.5006106,3250,0.9327924847602844
1680187303.2866466,3300,0.9329928159713745
1680187736.323983,3350,0.9277844429016113
1680188159.3141568,3400,0.9338942170143127
1680188582.756095,3450,0.9323918223381042
1680189009.7709796,3500,0.9345953464508057
1680189443.7880375,3550,0.9308894276618958
1680189878.8683727,3600,0.9347956776618958
1680190303.2895641,3650,0.9277844429016113
1680190719.2286367,3700,0.9307892918586731
1680191124.395351,3750,0.9355969429016113
1680191532.241666,3800,0.9294871687889099
1680191926.9953475,3850,0.9327924847602844
1680192336.536621,3900,0.93359375
1680192744.9272037,3950,0.9310897588729858
1680193146.979268,4000,0.9311898946762085
1680193565.0505054,4050,0.9358974099159241
1680193924.189756,4100,0.9325921535491943
1680194057.7704437,4150,0.9345953464508057
1680194191.5783522,4200,0.9206730723381042
1680194325.9898772,4250,0.9353966116905212
1680194459.8304615,4300,0.9312900900840759
1680194593.4331563,4350,0.9317908883094788
1680194727.0175848,4400,0.9292868375778198
1680194860.6335974,4450,0.9310897588729858
1680194999.1202412,4500,0.9314903616905212
1680195133.0742393,4550,0.9333934187889099
1680195267.010688,4600,0.9332932829856873
1680195407.8520737,4650,0.9313902258872986
1680195541.2212338,4700,0.9324919581413269
1680195674.7481081,4750,0.9373998641967773
1680195816.2040305,4800,0.9234775900840759
1680195955.336069,4850,0.9303886294364929
1680196095.8454697,4900,0.9346955418586731
1680196229.8809562,4950,0.9349960088729858
1680196363.792359,5000,0.9291867017745972
1680196504.6097765,5050,0.9358974099159241
1680196645.811507,5100,0.9390023946762085
1680196777.930305,5150,0.9336938858032227
1680196909.9589443,5200,0.9316906929016113
1680197041.8918655,5250,0.9350961446762085
1680197173.8750563,5300,0.9324919581413269
1680197305.843214,5350,0.9319911599159241
1680197437.9632394,5400,0.9334936141967773
1680197570.1440282,5450,0.936598539352417
1680197702.0914366,5500,0.924879789352417
1680197834.0584106,5550,0.934495210647583
1680197966.027975,5600,0.9306890964508057
1680198098.0782716,5650,0.9390023946762085
1680198237.2098906,5700,0.9363982081413269
1680198371.2415073,5750,0.9239783883094788
1680198512.5366778,5800,0.9351963400840759
1680198646.2319915,5850,0.9355969429016113
1680198779.7045577,5900,0.9314903616905212
1680198920.7569342,5950,0.9354968070983887
